3B9XR6P1WEWAF7K4J6K4BOQHHXUBJG	Nürnberg / Frankfurt am Main ( Deutschland ) , 23.	0	8	Nürnberg	3	9	0	1	1	0.083
3B9XR6P1WEWAF7K4J6K4BOQHHXUBJG	Nürnberg / Frankfurt am Main ( Deutschland ) , 23.	11	28	Frankfurt am Main	3	9	0	1	1	0.083
3B9XR6P1WEWAF7K4J6K4BOQHHXUBJG	Nürnberg / Frankfurt am Main ( Deutschland ) , 23.	11	20	Frankfurt	3	9	0	0	0	0.0
3B9XR6P1WEWAF7K4J6K4BOQHHXUBJG	Nürnberg / Frankfurt am Main ( Deutschland ) , 23.	31	42	Deutschland	3	9	0	1	1	0.083
3B9XR6P1WEWAF7K4J6K4BOQHHXUBJG	Nürnberg / Frankfurt am Main ( Deutschland ) , 23.	24	28	Main	3	9	0	0	0	0.0
3B9XR6P1WEWAF7K4J6K4BOQHHXUBJG	2004 – Ein Flugzeug der in Nürnberg ansässigen Fluggesellschaft „ Eurowings Luftverkehrs AG “ hat in der Nacht von Mittwoch auf Donnerstag erhebliche Verspätungen im Flugverkehr verursacht .	24	46	in Nürnberg ansässigen	3	9	1	0	1	0.083
3B9XR6P1WEWAF7K4J6K4BOQHHXUBJG	2004 – Ein Flugzeug der in Nürnberg ansässigen Fluggesellschaft „ Eurowings Luftverkehrs AG “ hat in der Nacht von Mittwoch auf Donnerstag erhebliche Verspätungen im Flugverkehr verursacht .	11	19	Flugzeug	3	9	0	0	0	0.0
3B9XR6P1WEWAF7K4J6K4BOQHHXUBJG	2004 – Ein Flugzeug der in Nürnberg ansässigen Fluggesellschaft „ Eurowings Luftverkehrs AG “ hat in der Nacht von Mittwoch auf Donnerstag erhebliche Verspätungen im Flugverkehr verursacht .	36	46	ansässigen	3	9	0	4	1	0.333
3B9XR6P1WEWAF7K4J6K4BOQHHXUBJG	2004 – Ein Flugzeug der in Nürnberg ansässigen Fluggesellschaft „ Eurowings Luftverkehrs AG “ hat in der Nacht von Mittwoch auf Donnerstag erhebliche Verspätungen im Flugverkehr verursacht .	27	35	Nürnberg	3	9	0	0	0	0.0
3B9XR6P1WEWAF7K4J6K4BOQHHXUBJG	2004 – Ein Flugzeug der in Nürnberg ansässigen Fluggesellschaft „ Eurowings Luftverkehrs AG “ hat in der Nacht von Mittwoch auf Donnerstag erhebliche Verspätungen im Flugverkehr verursacht .	47	63	Fluggesellschaft	3	9	1	3	1	0.333
3B9XR6P1WEWAF7K4J6K4BOQHHXUBJG	2004 – Ein Flugzeug der in Nürnberg ansässigen Fluggesellschaft „ Eurowings Luftverkehrs AG “ hat in der Nacht von Mittwoch auf Donnerstag erhebliche Verspätungen im Flugverkehr verursacht .	66	75	Eurowings	3	9	0	1	1	0.083
3B9XR6P1WEWAF7K4J6K4BOQHHXUBJG	2004 – Ein Flugzeug der in Nürnberg ansässigen Fluggesellschaft „ Eurowings Luftverkehrs AG “ hat in der Nacht von Mittwoch auf Donnerstag erhebliche Verspätungen im Flugverkehr verursacht .	66	88	Eurowings Luftverkehrs	3	9	0	1	1	0.083
3B9XR6P1WEWAF7K4J6K4BOQHHXUBJG	2004 – Ein Flugzeug der in Nürnberg ansässigen Fluggesellschaft „ Eurowings Luftverkehrs AG “ hat in der Nacht von Mittwoch auf Donnerstag erhebliche Verspätungen im Flugverkehr verursacht .	115	123	Mittwoch	3	9	0	1	1	0.083
3B9XR6P1WEWAF7K4J6K4BOQHHXUBJG	2004 – Ein Flugzeug der in Nürnberg ansässigen Fluggesellschaft „ Eurowings Luftverkehrs AG “ hat in der Nacht von Mittwoch auf Donnerstag erhebliche Verspätungen im Flugverkehr verursacht .	76	88	Luftverkehrs	3	9	0	0	0	0.0
3B9XR6P1WEWAF7K4J6K4BOQHHXUBJG	2004 – Ein Flugzeug der in Nürnberg ansässigen Fluggesellschaft „ Eurowings Luftverkehrs AG “ hat in der Nacht von Mittwoch auf Donnerstag erhebliche Verspätungen im Flugverkehr verursacht .	89	91	AG	3	9	0	0	0	0.0
3B9XR6P1WEWAF7K4J6K4BOQHHXUBJG	2004 – Ein Flugzeug der in Nürnberg ansässigen Fluggesellschaft „ Eurowings Luftverkehrs AG “ hat in der Nacht von Mittwoch auf Donnerstag erhebliche Verspätungen im Flugverkehr verursacht .	105	110	Nacht	3	9	0	0	0	0.0
3B9XR6P1WEWAF7K4J6K4BOQHHXUBJG	2004 – Ein Flugzeug der in Nürnberg ansässigen Fluggesellschaft „ Eurowings Luftverkehrs AG “ hat in der Nacht von Mittwoch auf Donnerstag erhebliche Verspätungen im Flugverkehr verursacht .	139	149	erhebliche	3	9	0	2	1	0.167
3B9XR6P1WEWAF7K4J6K4BOQHHXUBJG	2004 – Ein Flugzeug der in Nürnberg ansässigen Fluggesellschaft „ Eurowings Luftverkehrs AG “ hat in der Nacht von Mittwoch auf Donnerstag erhebliche Verspätungen im Flugverkehr verursacht .	128	138	Donnerstag	3	9	0	0	0	0.0
3B9XR6P1WEWAF7K4J6K4BOQHHXUBJG	2004 – Ein Flugzeug der in Nürnberg ansässigen Fluggesellschaft „ Eurowings Luftverkehrs AG “ hat in der Nacht von Mittwoch auf Donnerstag erhebliche Verspätungen im Flugverkehr verursacht .	150	162	Verspätungen	3	9	1	0	1	0.083
3B9XR6P1WEWAF7K4J6K4BOQHHXUBJG	2004 – Ein Flugzeug der in Nürnberg ansässigen Fluggesellschaft „ Eurowings Luftverkehrs AG “ hat in der Nacht von Mittwoch auf Donnerstag erhebliche Verspätungen im Flugverkehr verursacht .	178	188	verursacht	3	9	0	2	1	0.167
3B9XR6P1WEWAF7K4J6K4BOQHHXUBJG	2004 – Ein Flugzeug der in Nürnberg ansässigen Fluggesellschaft „ Eurowings Luftverkehrs AG “ hat in der Nacht von Mittwoch auf Donnerstag erhebliche Verspätungen im Flugverkehr verursacht .	166	177	Flugverkehr	3	9	0	0	0	0.0
3B9XR6P1WEWAF7K4J6K4BOQHHXUBJG	Eine Propellermaschine vom Typ „ Aerospatiale ATR 72 “ war am Abend des 22.	5	22	Propellermaschine	3	9	2	3	1	0.417
3B9XR6P1WEWAF7K4J6K4BOQHHXUBJG	Eine Propellermaschine vom Typ „ Aerospatiale ATR 72 “ war am Abend des 22.	33	45	Aerospatiale	3	9	0	2	1	0.167
3B9XR6P1WEWAF7K4J6K4BOQHHXUBJG	Eine Propellermaschine vom Typ „ Aerospatiale ATR 72 “ war am Abend des 22.	27	30	Typ	3	9	0	0	0	0.0
3B9XR6P1WEWAF7K4J6K4BOQHHXUBJG	Eine Propellermaschine vom Typ „ Aerospatiale ATR 72 “ war am Abend des 22.	46	49	ATR	3	9	0	1	1	0.083
3B9XR6P1WEWAF7K4J6K4BOQHHXUBJG	Eine Propellermaschine vom Typ „ Aerospatiale ATR 72 “ war am Abend des 22.	62	67	Abend	3	9	0	0	0	0.0
