3XU9MCX6VODXPI3L8I02CM94TFB2R7	Normally , the land will be passed down to future generations in a way that recognizes the community 's traditional connection to that country .	0	8	Normally	10	10	0	1	1	0.05
3XU9MCX6VODXPI3L8I02CM94TFB2R7	Normally , the land will be passed down to future generations in a way that recognizes the community 's traditional connection to that country .	28	34	passed	10	10	0	1	1	0.05
3XU9MCX6VODXPI3L8I02CM94TFB2R7	Normally , the land will be passed down to future generations in a way that recognizes the community 's traditional connection to that country .	15	19	land	10	10	0	0	0	0.0
3XU9MCX6VODXPI3L8I02CM94TFB2R7	Normally , the land will be passed down to future generations in a way that recognizes the community 's traditional connection to that country .	43	49	future	10	10	1	0	1	0.05
3XU9MCX6VODXPI3L8I02CM94TFB2R7	Normally , the land will be passed down to future generations in a way that recognizes the community 's traditional connection to that country .	43	61	future generations	10	10	1	2	1	0.15
3XU9MCX6VODXPI3L8I02CM94TFB2R7	Normally , the land will be passed down to future generations in a way that recognizes the community 's traditional connection to that country .	50	61	generations	10	10	3	2	1	0.25
3XU9MCX6VODXPI3L8I02CM94TFB2R7	Normally , the land will be passed down to future generations in a way that recognizes the community 's traditional connection to that country .	76	86	recognizes	10	10	2	4	1	0.3
3XU9MCX6VODXPI3L8I02CM94TFB2R7	Normally , the land will be passed down to future generations in a way that recognizes the community 's traditional connection to that country .	91	100	community	10	10	0	0	0	0.0
3XU9MCX6VODXPI3L8I02CM94TFB2R7	Normally , the land will be passed down to future generations in a way that recognizes the community 's traditional connection to that country .	104	115	traditional	10	10	1	3	1	0.2
3XU9MCX6VODXPI3L8I02CM94TFB2R7	Normally , the land will be passed down to future generations in a way that recognizes the community 's traditional connection to that country .	104	142	traditional connection to that country	10	10	0	0	0	0.0
3XU9MCX6VODXPI3L8I02CM94TFB2R7	Normally , the land will be passed down to future generations in a way that recognizes the community 's traditional connection to that country .	135	142	country	10	10	0	1	1	0.05
3XU9MCX6VODXPI3L8I02CM94TFB2R7	Normally , the land will be passed down to future generations in a way that recognizes the community 's traditional connection to that country .	116	126	connection	10	10	0	0	0	0.0
3XU9MCX6VODXPI3L8I02CM94TFB2R7	The passing of Aboriginal land rights legislaton in Australia was preceded by a number of important Aboriginal protests , including the 1946 Aboriginal Stockmen 's Strike , the 1963 Yolngu Bark Petition , and the 1966 Wave Hill Walk-Off , as well as the Aboriginal Lands Trust Act 1966 ( SA ) , which established the South Australian Aboriginal Lands Trust .	15	25	Aboriginal	10	10	6	5	1	0.55
3XU9MCX6VODXPI3L8I02CM94TFB2R7	The passing of Aboriginal land rights legislaton in Australia was preceded by a number of important Aboriginal protests , including the 1946 Aboriginal Stockmen 's Strike , the 1963 Yolngu Bark Petition , and the 1966 Wave Hill Walk-Off , as well as the Aboriginal Lands Trust Act 1966 ( SA ) , which established the South Australian Aboriginal Lands Trust .	4	11	passing	10	10	0	0	0	0.0
3XU9MCX6VODXPI3L8I02CM94TFB2R7	The passing of Aboriginal land rights legislaton in Australia was preceded by a number of important Aboriginal protests , including the 1946 Aboriginal Stockmen 's Strike , the 1963 Yolngu Bark Petition , and the 1966 Wave Hill Walk-Off , as well as the Aboriginal Lands Trust Act 1966 ( SA ) , which established the South Australian Aboriginal Lands Trust .	15	48	Aboriginal land rights legislaton	10	10	0	1	1	0.05
3XU9MCX6VODXPI3L8I02CM94TFB2R7	The passing of Aboriginal land rights legislaton in Australia was preceded by a number of important Aboriginal protests , including the 1946 Aboriginal Stockmen 's Strike , the 1963 Yolngu Bark Petition , and the 1966 Wave Hill Walk-Off , as well as the Aboriginal Lands Trust Act 1966 ( SA ) , which established the South Australian Aboriginal Lands Trust .	26	48	land rights legislaton	10	10	1	0	1	0.05
3XU9MCX6VODXPI3L8I02CM94TFB2R7	The passing of Aboriginal land rights legislaton in Australia was preceded by a number of important Aboriginal protests , including the 1946 Aboriginal Stockmen 's Strike , the 1963 Yolngu Bark Petition , and the 1966 Wave Hill Walk-Off , as well as the Aboriginal Lands Trust Act 1966 ( SA ) , which established the South Australian Aboriginal Lands Trust .	26	30	land	10	10	0	0	0	0.0
3XU9MCX6VODXPI3L8I02CM94TFB2R7	The passing of Aboriginal land rights legislaton in Australia was preceded by a number of important Aboriginal protests , including the 1946 Aboriginal Stockmen 's Strike , the 1963 Yolngu Bark Petition , and the 1966 Wave Hill Walk-Off , as well as the Aboriginal Lands Trust Act 1966 ( SA ) , which established the South Australian Aboriginal Lands Trust .	38	48	legislaton	10	10	10	5	1	0.75
3XU9MCX6VODXPI3L8I02CM94TFB2R7	The passing of Aboriginal land rights legislaton in Australia was preceded by a number of important Aboriginal protests , including the 1946 Aboriginal Stockmen 's Strike , the 1963 Yolngu Bark Petition , and the 1966 Wave Hill Walk-Off , as well as the Aboriginal Lands Trust Act 1966 ( SA ) , which established the South Australian Aboriginal Lands Trust .	31	37	rights	10	10	0	0	0	0.0
3XU9MCX6VODXPI3L8I02CM94TFB2R7	The passing of Aboriginal land rights legislaton in Australia was preceded by a number of important Aboriginal protests , including the 1946 Aboriginal Stockmen 's Strike , the 1963 Yolngu Bark Petition , and the 1966 Wave Hill Walk-Off , as well as the Aboriginal Lands Trust Act 1966 ( SA ) , which established the South Australian Aboriginal Lands Trust .	66	74	preceded	10	10	8	6	1	0.7
3XU9MCX6VODXPI3L8I02CM94TFB2R7	The passing of Aboriginal land rights legislaton in Australia was preceded by a number of important Aboriginal protests , including the 1946 Aboriginal Stockmen 's Strike , the 1963 Yolngu Bark Petition , and the 1966 Wave Hill Walk-Off , as well as the Aboriginal Lands Trust Act 1966 ( SA ) , which established the South Australian Aboriginal Lands Trust .	52	61	Australia	10	10	0	0	0	0.0
3XU9MCX6VODXPI3L8I02CM94TFB2R7	The passing of Aboriginal land rights legislaton in Australia was preceded by a number of important Aboriginal protests , including the 1946 Aboriginal Stockmen 's Strike , the 1963 Yolngu Bark Petition , and the 1966 Wave Hill Walk-Off , as well as the Aboriginal Lands Trust Act 1966 ( SA ) , which established the South Australian Aboriginal Lands Trust .	100	110	Aboriginal	10	10	1	1	1	0.1
3XU9MCX6VODXPI3L8I02CM94TFB2R7	The passing of Aboriginal land rights legislaton in Australia was preceded by a number of important Aboriginal protests , including the 1946 Aboriginal Stockmen 's Strike , the 1963 Yolngu Bark Petition , and the 1966 Wave Hill Walk-Off , as well as the Aboriginal Lands Trust Act 1966 ( SA ) , which established the South Australian Aboriginal Lands Trust .	80	86	number	10	10	0	0	0	0.0
3XU9MCX6VODXPI3L8I02CM94TFB2R7	The passing of Aboriginal land rights legislaton in Australia was preceded by a number of important Aboriginal protests , including the 1946 Aboriginal Stockmen 's Strike , the 1963 Yolngu Bark Petition , and the 1966 Wave Hill Walk-Off , as well as the Aboriginal Lands Trust Act 1966 ( SA ) , which established the South Australian Aboriginal Lands Trust .	90	99	important	10	10	0	0	0	0.0
3XU9MCX6VODXPI3L8I02CM94TFB2R7	The passing of Aboriginal land rights legislaton in Australia was preceded by a number of important Aboriginal protests , including the 1946 Aboriginal Stockmen 's Strike , the 1963 Yolngu Bark Petition , and the 1966 Wave Hill Walk-Off , as well as the Aboriginal Lands Trust Act 1966 ( SA ) , which established the South Australian Aboriginal Lands Trust .	100	119	Aboriginal protests	10	10	0	1	1	0.05
3XU9MCX6VODXPI3L8I02CM94TFB2R7	The passing of Aboriginal land rights legislaton in Australia was preceded by a number of important Aboriginal protests , including the 1946 Aboriginal Stockmen 's Strike , the 1963 Yolngu Bark Petition , and the 1966 Wave Hill Walk-Off , as well as the Aboriginal Lands Trust Act 1966 ( SA ) , which established the South Australian Aboriginal Lands Trust .	152	160	Stockmen	10	10	0	0	0	0.0
3XU9MCX6VODXPI3L8I02CM94TFB2R7	The passing of Aboriginal land rights legislaton in Australia was preceded by a number of important Aboriginal protests , including the 1946 Aboriginal Stockmen 's Strike , the 1963 Yolngu Bark Petition , and the 1966 Wave Hill Walk-Off , as well as the Aboriginal Lands Trust Act 1966 ( SA ) , which established the South Australian Aboriginal Lands Trust .	111	119	protests	10	10	0	0	0	0.0
3XU9MCX6VODXPI3L8I02CM94TFB2R7	The passing of Aboriginal land rights legislaton in Australia was preceded by a number of important Aboriginal protests , including the 1946 Aboriginal Stockmen 's Strike , the 1963 Yolngu Bark Petition , and the 1966 Wave Hill Walk-Off , as well as the Aboriginal Lands Trust Act 1966 ( SA ) , which established the South Australian Aboriginal Lands Trust .	122	131	including	10	10	0	0	0	0.0
